;eco;name;pgn
301;A13;English Opening: Agincourt Defense, Catalan Defense Accepted;1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4
302;A13;English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense;1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 c6
303;A13;English Opening: Agincourt Defense, Kurajica Defense;1. Nf3 d5 2. c4 e6 3. g3 c6
304;A13;English Opening: Agincourt Defense, Tarrasch Defense;1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. b3 c5 5. Bg2 Nc6 6. O-O Be7
305;A13;English Opening: Agincourt Defense, Wimpy System;1. Nf3 Nf6 2. c4 e6 3. b3 d5 4. Bb2 c5 5. e3
306;A13;English Opening: Neo-Catalan;1. Nf3 Nf6 2. c4 e6 3. g3 d5
307;A13;English Opening: Neo-Catalan Declined;1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7
308;A13;English Opening: Romanishin Gambit;1. Nf3 Nf6 2. c4 e6 3. g3 a6 4. Bg2 b5
309;A13;Horwitz Defense: Zilbermints Gambit;1. c4 e6 2. d4 e5
310;A14;English Opening: Agincourt Defense, Keres Defense;1. c4 c5 2. Nf3 Nf6 3. Nc3 e6 4. g3 d5 5. cxd5 Nxd5 6. Bg2 Nc6 7. O-O Be7
311;A14;English Opening: Agincourt Defense, Neo-Catalan Declined;1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. O-O
312;A14;Réti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line;1. Nf3 d5 2. c4 e6 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. b3 c6 7. Bb2
313;A15;English Opening: Anglo-Indian Defense;1. c4 Nf6
314;A15;English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld;1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4
315;A15;English Opening: Anglo-Indian Defense, King's Indian Formation;1. Nf3 Nf6 2. c4 g6
316;A15;English Opening: Anglo-Indian Defense, King's Indian Formation, Double Fianchetto;1. Nf3 Nf6 2. c4 b6 3. g3 Bb7 4. Bg2 g6
317;A15;English Opening: Anglo-Indian Defense, King's Knight Variation;1. Nf3 Nf6 2. c4
318;A15;English Opening: Anglo-Indian Defense, Old Indian Formation;1. Nf3 Nf6 2. c4 d6
319;A15;English Opening: Anglo-Indian Defense, Queen's Indian Formation;1. Nf3 Nf6 2. c4 b6
320;A15;English Opening: Anglo-Indian Defense, Queen's Indian Formation;1. Nf3 Nf6 2. c4 e6 3. g3 b6 4. Bg2 Bb7
321;A15;English Opening: Anglo-Indian Defense, Romanishin Variation;1. Nf3 Nf6 2. c4 e6 3. g3 a6
322;A15;English Opening: Anglo-Indian Defense, Scandinavian Defense;1. Nf3 Nf6 2. c4 d5
323;A15;English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation;1. Nf3 Nf6 2. c4 d5 3. cxd5 Nxd5
324;A15;English Opening: Anglo-Indian Defense, Slav Formation;1. Nf3 Nf6 2. c4 g6 3. g3 c6
325;A15;English Orangutan;1. c4 Nf6 2. b4
326;A15;Polish Opening: King's Indian Variation, Sokolsky Attack;1. Nf3 Nf6 2. c4 g6 3. b4 Bg7 4. Bb2 O-O 5. e3 d6 6. d4
327;A16;English Opening: Anglo-Grünfeld Defense;1. c4 Nf6 2. Nc3 d5
328;A16;English Opening: Anglo-Grünfeld Defense, Korchnoi Variation;1. Nf3 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. g3 Bg7 6. Bg2 e5
329;A16;English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation;1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3
330;A16;English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation;1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nb6
331;A16;English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation;1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nxc3
332;A16;English Opening: Anglo-Indian Defense, Queen's Knight Variation;1. c4 Nf6 2. Nc3
333;A17;English Opening: Anglo-Indian Defense, Hedgehog System;1. c4 Nf6 2. Nc3 e6
334;A17;English Opening: Anglo-Indian Defense, Nimzo-English;1. Nf3 Nf6 2. c4 e6 3. Nc3 Bb4
335;A17;English Opening: Anglo-Indian Defense, Queen's Indian Formation;1. c4 Nf6 2. Nc3 e6 3. Nf3 b6
336;A17;English Opening: Anglo-Indian Defense, Queen's Indian Variation;1. c4 Nf6 2. Nc3 e6 3. Nf3 b6 4. e4 Bb7 5. Bd3
337;A17;English Opening: Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack;1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4 4. g4
338;A18;English Opening: Mikenas-Carls Variation;1. c4 Nf6 2. Nc3 e6 3. e4
339;A18;English Opening: Mikenas-Carls Variation;1. c4 Nf6 2. Nc3 e6 3. e4 Nc6
340;A18;English Opening: Mikenas-Carls Variation;1. c4 Nf6 2. Nc3 e6 3. e4 d5 4. e5
341;A19;English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit;1. c4 Nf6 2. Nc3 e6 3. e4 c5 4. e5 Ng8
342;A19;English Opening: Mikenas-Carls, Sicilian;1. c4 Nf6 2. Nc3 e6 3. e4 c5
343;A20;English Opening: Drill Variation;1. c4 e5 2. g3 h5
344;A20;English Opening: King's English Variation;1. c4 e5
345;A20;English Opening: King's English Variation, Kahiko-Hula Gambit;1. c4 e5 2. e3 Nf6 3. f4 exf4 4. Nf3
346;A20;English Opening: King's English Variation, Nimzowitsch Variation;1. c4 e5 2. Nf3
347;A20;English Opening: King's English Variation, Nimzowitsch-Flohr Variation;1. c4 e5 2. Nf3 e4
348;A21;English Opening: King's English Variation;1. c4 e5 2. Nc3 d6 3. Nf3
349;A21;English Opening: King's English Variation, Keres Defense;1. c4 e5 2. Nc3 d6 3. g3 c6
350;A21;English Opening: King's English Variation, Kramnik-Shirov Counterattack;1. c4 e5 2. Nc3 Bb4
351;A21;English Opening: King's English Variation, Reversed Sicilian;1. c4 e5 2. Nc3
352;A21;English Opening: King's English Variation, Smyslov Defense;1. c4 e5 2. Nc3 d6 3. Nf3 Bg4
353;A21;English Opening: King's English Variation, Troger Defense;1. c4 e5 2. Nc3 Nc6 3. g3 d6 4. Bg2 Be6
354;A22;English Opening: Carls-Bremen System;1. c4 e5 2. Nc3 Nf6 3. g3
355;A22;English Opening: King's English Variation, Bellon Gambit;1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5
356;A22;English Opening: King's English Variation, Two Knights Variation;1. c4 e5 2. Nc3 Nf6
357;A22;English Opening: King's English Variation, Two Knights Variation, Reversed Dragon;1. c4 e5 2. Nc3 Nf6 3. g3 d5
358;A22;English Opening: King's English Variation, Two Knights Variation, Smyslov System;1. c4 e5 2. Nc3 Nf6 3. g3 Bb4
359;A22;English Opening: King's English, Erbenheimer Gambit;1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 Ng4
360;A22;English Opening: King's English, Mazedonisch;1. c4 e5 2. Nc3 Nf6 3. f4
361;A23;English Opening: King's English Variation, Two Knights Variation, Keres Variation;1. c4 e5 2. Nc3 Nf6 3. g3 c6
362;A24;English Opening: King's English Variation, Two Knights Variation, Fianchetto Line;1. c4 e5 2. Nc3 Nf6 3. g3 g6
363;A25;English Opening: Closed, Taimanov Variation;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Rb1 Nh6 5. Bg2 Bg7
364;A25;English Opening: Closed, Taimanov Variation;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Nh6
365;A25;English Opening: King's English Variation, Bremen-Hort Variation;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6
366;A25;English Opening: King's English Variation, Closed System;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3
367;A25;English Opening: King's English Variation, Hungarian Attack;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1
368;A25;English Opening: King's English Variation, Reversed Closed Sicilian;1. c4 e5 2. Nc3 Nc6
369;A25;English Opening: King's English Variation, Taimanov Variation;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7
370;A26;English Opening: King's English Variation, Botvinnik System;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. e4
371;A26;English Opening: King's English Variation, Closed System, Full Symmetry;1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6
372;A27;English Opening: King's English Variation, Three Knights System;1. c4 e5 2. Nc3 Nc6 3. Nf3
373;A28;English Opening: Four Knights System, Nimzowitsch Variation;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e4
374;A28;English Opening: King's English Variation, Four Knights Variation;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6
375;A28;English Opening: King's English Variation, Four Knights Variation;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d4 exd4 5. Nxd4 Bb4 6. Bg5 h6 7. Bh4 Bxc3+ 8. bxc3 Ne5
376;A28;English Opening: King's English Variation, Four Knights Variation, Bradley Beach Variation;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d4 e4
377;A28;English Opening: King's English Variation, Four Knights Variation, Flexible Line;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d3
378;A28;English Opening: King's English Variation, Four Knights Variation, Korchnoi Line;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. a3
379;A28;English Opening: King's English Variation, Four Knights Variation, Quiet Line;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3
380;A28;English Opening: King's English Variation, Four Knights Variation, Quiet Line;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3 Bb4 5. Qc2 Bxc3
381;A28;English Opening: King's English Variation, Four Knights Variation, Quiet Line;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3 Bb4 5. Qc2 O-O 6. Nd5 Re8 7. Qf5
382;A29;English Opening: King's English Variation, Four Knights Variation, Fianchetto Line;1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. g3
383;A30;English Opening: Symmetrical Variation;1. c4 c5
384;A30;English Opening: Symmetrical Variation;1. c4 c5 2. Nf3
385;A30;English Opening: Symmetrical Variation, Hedgehog Defense;1. Nf3 Nf6 2. c4 c5 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7
386;A30;English Opening: Symmetrical Variation, Napolitano Gambit;1. c4 c5 2. Nf3 Nf6 3. b4
387;A30;English Opening: Symmetrical, Hedgehog, Flexible Formation;1. Nf3 c5 2. c4 Nf6 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7 7. d4 cxd4 8. Qxd4 d6 9. Rd1 a6 10. b3 Nbd7
388;A30;English Opening: Wing Gambit;1. c4 c5 2. b4
389;A31;English Opening: Symmetrical Variation, Anti-Benoni Variation;1. d4 Nf6 2. c4 c5 3. Nf3
390;A32;English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense;1. d4 Nf6 2. c4 c5 3. Nf3 cxd4 4. Nxd4 e6
391;A33;English Opening: Symmetrical Variation, Anti-Benoni Variation, Geller Variation;1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6 6. g3 Qb6
392;A33;English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense;1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6
393;A34;English Opening: Symmetrical Variation, Fianchetto Variation;1. c4 Nf6 2. Nc3 c5 3. g3
394;A34;English Opening: Symmetrical Variation, Normal Variation;1. c4 c5 2. Nc3
395;A34;English Opening: Symmetrical Variation, Rubinstein Variation;1. c4 Nf6 2. Nc3 c5 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7
396;A34;English Opening: Symmetrical Variation, Three Knights Variation;1. Nf3 Nf6 2. c4 c5 3. Nc3 d5 4. cxd5 Nxd5
397;A35;English Opening: Symmetrical Variation, Four Knights Variation;1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6
398;A35;English Opening: Symmetrical Variation, Two Knights Variation;1. c4 c5 2. Nc3 Nc6
399;A36;English Opening: Symmetrical Variation, Botvinnik System;1. e4 c5 2. c4 Nc6 3. Nc3 g6 4. g3 Bg7 5. Bg2
400;A36;English Opening: Symmetrical Variation, Botvinnik System Reversed;1. c4 c5 2. Nc3 g6 3. g3 Bg7 4. Bg2 Nc6 5. e3 e5
401;A36;English Opening: Symmetrical Variation, Fianchetto Variation;1. c4 c5 2. Nc3 Nc6 3. g3
402;A36;English Opening: Symmetrical Variation, Symmetrical Variation;1. c4 c5 2. g3 g6 3. Bg2 Bg7 4. Nc3 Nc6
403;A37;English Opening: Symmetrical Variation, Botvinnik System Reversed;1. Nf3 c5 2. c4 Nc6 3. Nc3 e5 4. g3 g6 5. Bg2 Bg7
404;A37;English Opening: Symmetrical Variation, Two Knights Line;1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3
405;A38;English Opening: Symmetrical Variation, Double Fianchetto;1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. b3
406;A38;English Opening: Symmetrical Variation, Duchamp Variation;1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. c4 c5 6. Nc3 Nc6 7. d3
407;A38;English Opening: Symmetrical Variation, Full Symmetry Line;1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7
408;A39;English Opening: Symmetrical Variation, Mecking Variation;1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. d4
409;A40;Australian Defense;1. d4 Na6
410;A40;Benoni Defense: Franco-Sicilian Hybrid;1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. e4 Bg7 7. Nf3 Ne7
411;A40;Borg Defense: Borg Gambit;1. d4 g5
412;A40;Colle System: Pterodactyl Variation;1. d4 g6 2. Nf3 Bg7 3. e3 c5 4. Bd3 Qa5+
413;A40;Colle System: Siroccopteryx Variation;1. d4 g6 2. Nf3 Bg7 3. e3 c5 4. Bd3 cxd4 5. Nxd4 Qa5+
414;A40;Dutch Defense: Senechaud Gambit;1. d4 e6 2. Bf4 f5 3. g4
415;A40;Dutch Defense: Stonewall Variation, Modern Variation;1. d4 e6 2. Nf3 f5 3. g3 Nf6 4. Bg2 d5 5. O-O Bd6 6. c4 c6
416;A40;English Defense;1. d4 b6
417;A40;English Defense;1. d4 e6 2. c4 b6
418;A40;English Defense: Blumenfeld-Hiva Gambit;1. d4 b6 2. c4 c5 3. d5 e6 4. e4 b5 5. cxb5 f5
419;A40;English Defense: Eastbourne Gambit;1. d4 b6 2. c4 Bb7 3. Nc3 e5
420;A40;English Defense: Hartlaub Gambit Accepted;1. c4 e6 2. d4 b6 3. Nc3 Bb7 4. e4 f5 5. exf5 Nf6
421;A40;English Defense: Hartlaub Gambit Declined;1. c4 e6 2. d4 b6 3. Nc3 Bb7 4. e4 f5 5. d5
422;A40;English Defense: Perrin Variation;1. d4 e6 2. c4 b6 3. e4 Bb7 4. Bd3 Nc6
423;A40;English Defense: Poli Gambit;1. d4 e6 2. c4 b6 3. e4 Bb7 4. f3 f5 5. exf5 Nh6
424;A40;Englund Gambit;1. d4 e5
425;A40;Englund Gambit Complex Declined;1. d4 e5 2. d5
426;A40;Englund Gambit Complex Declined: Diemer Counterattack;1. d4 e5 2. d5 Bc5 3. e4 Qh4
427;A40;Englund Gambit Complex: Englund Gambit;1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7
428;A40;Englund Gambit Complex: Felbecker Gambit;1. d4 e5 2. dxe5 Nc6 3. Nf3 Bc5
429;A40;Englund Gambit Complex: Hartlaub-Charlick Gambit;1. d4 e5 2. dxe5 d6
430;A40;Englund Gambit Complex: Mosquito Gambit;1. d4 e5 2. dxe5 Qh4
431;A40;Englund Gambit Complex: Soller Gambit;1. d4 e5 2. dxe5 f6
432;A40;Englund Gambit Complex: Soller Gambit Deferred;1. d4 e5 2. dxe5 Nc6 3. Nf3 f6
433;A40;Englund Gambit Complex: Stockholm Variation;1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5
434;A40;Englund Gambit Complex: Zilbermints Gambit;1. d4 e5 2. dxe5 Nc6 3. Nf3 Nge7
435;A40;Englund Gambit Complex: Zilbermints Gambit;1. d4 e5 2. dxe5 Nc6 3. Nf3 h6
436;A40;Englund Gambit Declined: Reversed Alekhine;1. d4 e5 2. Nf3
437;A40;Englund Gambit Declined: Reversed Brooklyn;1. d4 e5 2. Nf3 e4 3. Ng1
438;A40;Englund Gambit Declined: Reversed Krebs;1. d4 e5 2. Nf3 e4
439;A40;Englund Gambit Declined: Reversed Mokele Mbembe;1. d4 e5 2. Nf3 e4 3. Ne5
440;A40;Horwitz Defense;1. d4 e6
441;A40;Kangaroo Defense;1. d4 e6 2. c4 Bb4+
442;A40;Kangaroo Defense: Keres Defense, Transpositional Variation;1. d4 e6 2. c4 Bb4+ 3. Nc3
443;A40;Mikenas Defense;1. d4 Nc6
444;A40;Mikenas Defense: Cannstatter Variation;1. d4 Nc6 2. c4 e5 3. d5 Nd4
445;A40;Mikenas Defense: Lithuanian Variation;1. d4 Nc6 2. c4 e5 3. d5 Nce7
446;A40;Mikenas Defense: Pozarek Gambit;1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3 Nxc4
447;A40;Modern Defense;1. d4 g6
448;A40;Modern Defense: Beefeater Variation;1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5
449;A40;Modern Defense: Lizard Defense, Pirc-Diemer Gambit;1. d4 g6 2. h4 Nf6 3. h5
450;A40;Montevideo Defense;1. d4 Nc6 2. d5 Nb8
451;A40;Polish Defense;1. d4 b5
452;A40;Polish Defense: Spassky Gambit Accepted;1. d4 b5 2. e4 Bb7 3. Bxb5
453;A40;Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl;1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 d6 5. e4 Bxc3+ 6. bxc3 Qa5
454;A40;Pterodactyl Defense: Central, Benoni Pterodactyl;1. d4 g6 2. c4 Bg7 3. e4 c5 4. d5 Qa5+
455;A40;Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl;1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Qa5
456;A40;Pterodactyl Defense: Fianchetto, Queen Pteranodon;1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 Qa5
457;A40;Pterodactyl Defense: Fianchetto, Queen Pterodactyl;1. d4 g6 2. Nf3 Bg7 3. g3 c5 4. Bg2 Qa5+
458;A40;Pterodactyl Defense: Queen Pterodactyl, Quiet Line;1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. e3
459;A40;Queen's Pawn Game;1. d4
460;A40;Queen's Pawn Game: Anglo-Slav Opening;1. d4 c6 2. c4 d6
461;A40;Queen's Pawn Game: Englund Gambit;1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5 f6 5. exf6 Nxf6
462;A40;Queen's Pawn Game: London System, Pterodactyl Variation;1. d4 g6 2. Nf3 Bg7 3. Bf4 c5 4. c3 cxd4 5. cxd4 Qa5+
463;A40;Slav Indian: Kudischewitsch Gambit;1. d4 c6 2. Nf3 Nf6 3. c4 b5
464;A40;St. George Defense: Polish Variation;1. d4 b5 2. e4 a6 3. Nf3 Bb7 4. Bd3 e6
465;A40;Zaire Defense;1. d4 Nc6 2. d5 Nb8 3. e4 Nf6 4. e5 Ng8
466;A40;Zukertort Defense: Kingside Variation;1. d4 g6 2. Nf3 Nh6
467;A41;English Rat: Pounds Gambit;1. d4 d6 2. c4 e5 3. dxe5 Be6
468;A41;King's Pawn Game: Maróczy Defense;1. d4 d6 2. e4 e5
469;A41;Modern Defense;1. d4 g6 2. c4 Bg7 3. Nc3 d6
470;A41;Old Indian Defense;1. d4 d6 2. c4
471;A41;Queen's Pawn Game;1. d4 d6
472;A41;Rat Defense: English Rat;1. d4 d6 2. c4 e5
473;A41;Rat Defense: English Rat, Lisbon Gambit;1. d4 d6 2. c4 e5 3. dxe5 Nc6
474;A41;Robatsch Defense;1. d4 d6 2. Nf3 g6 3. c4 Bg7 4. e4 Bg4
475;A41;Wade Defense;1. d4 d6 2. Nf3 Bg4
476;A41;Zukertort Opening: Wade Defense, Chigorin Plan;1. d4 d6 2. Nf3 Bg4 3. c4 Nd7 4. Qb3 Rb8
477;A42;Modern Defense: Averbakh System;1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4
478;A42;Modern Defense: Kotov Variation;1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 Nc6
479;A42;Modern Defense: Randspringer Variation;1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 f5
480;A42;Pterodactyl Defense;1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+ 5. Nc3 d6
481;A42;Pterodactyl Defense: Central, Bogolubovia;1. d4 g6 2. c4 Bg7 3. e4 d6 4. Nc3 c5 5. Nge2 Qa5
482;A43;Benoni Defense: Benoni Gambit Accepted;1. d4 c5 2. dxc5
483;A43;Benoni Defense: Benoni Gambit, Schlenker Defense;1. d4 c5 2. dxc5 Na6
484;A43;Benoni Defense: Benoni-Indian Defense;1. d4 c5 2. d5 Nf6
485;A43;Benoni Defense: Benoni-Indian Defense, Kingside Move Order;1. d4 Nf6 2. Nf3 c5 3. d5
486;A43;Benoni Defense: Benoni-Staunton Gambit;1. d4 c5 2. d5 f5 3. e4
487;A43;Benoni Defense: Cormorant Gambit;1. d4 c5 2. dxc5 b6
488;A43;Benoni Defense: French Benoni;1. e4 e6 2. d4 c5 3. d5
489;A43;Benoni Defense: Hawk Variation;1. d4 Nf6 2. Nf3 c5 3. d5 c4
490;A43;Benoni Defense: Old Benoni;1. d4 c5
491;A43;Benoni Defense: Old Benoni;1. d4 c5 2. d5
492;A43;Benoni Defense: Old Benoni;1. d4 c5 2. d5 d6
493;A43;Benoni Defense: Old Benoni, Mujannah Formation;1. d4 c5 2. d5 f5
494;A43;Benoni Defense: Old Benoni, Schmid Variation;1. d4 c5 2. d5 d6 3. Nc3 g6
495;A43;Benoni Defense: Snail Variation;1. d4 c5 2. d5 Na6
496;A43;Benoni Defense: Woozle;1. d4 c5 2. d5 Nf6 3. Nc3 Qa5
497;A43;Benoni Defense: Zilbermints-Benoni Gambit;1. d4 c5 2. b4
498;A43;Benoni Defense: Zilbermints-Benoni Gambit;1. d4 c5 2. Nf3 cxd4 3. b4
499;A43;Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit;1. d4 c5 2. Nf3 cxd4 3. b4 e5
500;A43;Indian Defense: Pseudo-Benko;1. d4 Nf6 2. Nf3 c5 3. d5 b5
501;A43;Queen's Pawn Game: Liedmann Gambit;1. d4 c5 2. c4 cxd4 3. e3
502;A44;Benoni Defense: Old Benoni;1. d4 c5 2. d5 e5
503;A44;Benoni Defense: Semi-Benoni;1. d4 c5 2. d5 e5 3. e4 d6
504;A45;Amazon Attack: Siberian Attack;1. d4 Nf6 2. Nc3 d5 3. Qd3
505;A45;Blackmar-Diemer Gambit Declined: O'Kelly Defense;1. d4 Nf6 2. f3 d5 3. e4 dxe4 4. Nc3 c6
506;A45;Blackmar-Diemer Gambit Declined: Weinsbach Declination;1. d4 Nf6 2. Nc3 d5 3. f3 e6 4. e4 dxe4
507;A45;Bronstein Gambit;1. d4 Nf6 2. g4
508;A45;Canard Opening;1. d4 Nf6 2. f4
509;A45;Indian Defense;1. d4 Nf6
510;A45;Indian Defense: Gedult Attack, Gedult Attack;1. d4 Nf6 2. f3 d5 3. g4
511;A45;Indian Defense: Gibbins-Wiedenhagen Gambit Accepted;1. d4 Nf6 2. g4 Nxg4
512;A45;Indian Defense: Gibbins-Wiedenhagen Gambit, Maltese Falcon;1. d4 Nf6 2. g4 Nxg4 3. f3 Nf6 4. e4
513;A45;Indian Defense: Gibbins-Wiedenhagen Gambit, Oshima Defense;1. d4 Nf6 2. g4 e5
514;A45;Indian Defense: Gibbins-Wiedenhagen Gambit, Stummer Gambit;1. d4 Nf6 2. g4 Nxg4 3. e4 d6 4. Be2 Nf6 5. Nc3
515;A45;Indian Defense: Lazard Gambit;1. d4 Nf6 2. Nd2 e5
516;A45;Indian Defense: Maddigan Gambit;1. d4 Nf6 2. Nc3 e5
517;A45;Indian Defense: Omega Gambit;1. d4 Nf6 2. e4
518;A45;Indian Defense: Omega Gambit, Arafat Gambit;1. d4 Nf6 2. e4 Nxe4 3. Bd3 Nf6 4. Bg5
519;A45;Indian Defense: Paleface Attack, Blackmar-Diemer Gambit Deferred;1. d4 Nf6 2. f3 d5 3. e4
520;A45;Indian Defense: Pawn Push Variation;1. d4 Nf6 2. d5
521;A45;Indian Defense: Reversed Chigorin Defense;1. d4 Nf6 2. Nc3 c5
522;A45;Indian Defense: Tartakower Attack;1. d4 Nf6 2. g3
523;A45;Paleface Attack;1. d4 Nf6 2. f3
524;A45;Queen's Pawn Game: Chigorin Variation;1. d4 Nf6 2. Nc3 d5
525;A45;Queen's Pawn Game: Veresov, Richter Attack;1. d4 Nf6 2. f3 d5 3. Nc3
526;A45;Trompowsky Attack;1. d4 Nf6 2. Bg5
527;A45;Trompowsky Attack: Borg Variation;1. d4 Nf6 2. Bg5 Ne4 3. Bf4 g5
528;A45;Trompowsky Attack: Classical Defense;1. d4 Nf6 2. Bg5 e6
529;A45;Trompowsky Attack: Classical Defense, Big Center Variation;1. d4 Nf6 2. Bg5 e6 3. e4
530;A45;Trompowsky Attack: Edge Variation;1. d4 Nf6 2. Bg5 Ne4 3. Bh4
531;A45;Trompowsky Attack: Edge Variation, Hergert Gambit;1. d4 Nf6 2. Bg5 Ne4 3. Bh4 c6 4. Nd2 Qa5 5. c3 Nxd2 6. Qxd2 d5 7. e4
532;A45;Trompowsky Attack: Edge Variation, Hergert Gambit;1. d4 Nf6 2. Bg5 Ne4 3. Bh4 d5 4. f3 Nf6 5. Nc3 Bf5 6. e4
533;A45;Trompowsky Attack: Poisoned Pawn Variation;1. d4 Nf6 2. Bg5 c5 3. d5 Qb6 4. Nc3
534;A45;Trompowsky Attack: Raptor Variation;1. d4 Nf6 2. Bg5 Ne4 3. h4
535;A45;Trompowsky Attack: Raptor Variation, Hergert Gambit;1. d4 Nf6 2. Bg5 Ne4 3. h4 Nxg5 4. hxg5 e5
536;A46;Döry Defense;1. d4 Nf6 2. Nf3 Ne4
537;A46;Indian Defense: Czech-Indian;1. d4 Nf6 2. Nf3 c6
538;A46;Indian Defense: Knights Variation;1. d4 Nf6 2. Nf3
539;A46;Indian Defense: Knights Variation, Alburt-Miles Variation;1. d4 Nf6 2. Nf3 a6
540;A46;Indian Defense: London System;1. d4 Nf6 2. Nf3 e6 3. Bf4
541;A46;Indian Defense: Polish Variation;1. d4 Nf6 2. Nf3 b5
542;A46;Indian Defense: Spielmann-Indian;1. d4 Nf6 2. Nf3 c5
